"filename", "language", "C#", "XML", "HTML", "UnityAssemblyDefinition", "JSON", "UnityShader", "JavaScript", "YAML", "CSS", "Markdown", "comment", "blank", "total"
"d:\CNG491ERG\EndlessRunnerGame\Assets\TextMesh Pro\Shaders\TMPro_Properties.cginc", "UnityShader", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 10, 14, 86
"d:\CNG491ERG\EndlessRunnerGame\Assets\TextMesh Pro\Shaders\TMPro_Surface.cginc", "UnityShader", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 7, 19, 102
"d:\CNG491ERG\EndlessRunnerGame\Assets\TextMesh Pro\Sprites\EmojiOne.json", "JSON", 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 2, 157
"d:\CNG491ERG\EndlessRunnerGame\Assets\Training\Boss.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 26
"d:\CNG491ERG\EndlessRunnerGame\Assets\Training\default.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"d:\CNG491ERG\EndlessRunnerGame\Assets\Training\results\ppo\Boss\Boss-499960.pt", "XML", 0, 15032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 15095
"d:\CNG491ERG\EndlessRunnerGame\Assets\Training\results\ppo\Boss\Boss-750094.pt", "XML", 0, 14957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 15021
"d:\CNG491ERG\EndlessRunnerGame\Assets\Training\results\ppo\Boss\checkpoint.pt", "XML", 0, 14958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 15022
"d:\CNG491ERG\EndlessRunnerGame\Assets\Training\results\ppo\configuration.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 1, 79
"d:\CNG491ERG\EndlessRunnerGame\Assets\Training\results\ppo\run_logs\timers.json", "JSON", 0, 0, 0, 0, 335, 0, 0, 0, 0, 0, 0, 0, 335
"d:\CNG491ERG\EndlessRunnerGame\Assets\Training\results\ppo\run_logs\training_status.json", "JSON", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\EndlessRunnerGame-opencov\EditMode\TestCoverageResults_0000.xml", "XML", 0, 3431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3431
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\EndlessRunnerGame-opencov\EditMode\TestCoverageResults_0001.xml", "XML", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\EndlessRunnerGame-opencov\PlayMode\TestCoverageResults_0000.xml", "XML", 0, 3679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3679
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\EndlessRunnerGame-opencov\PlayMode\TestCoverageResults_0001.xml", "XML", 0, 1845, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1845
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\EndlessRunnerGame-opencov\Recording\RecordingCoverageResults_0000.xml", "XML", 0, 3428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3428
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\EndlessRunnerGame-opencov\Recording\RecordingCoverageResults_0001.xml", "XML", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-08_11-48-48_CoverageHistory.xml", "XML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-33-31_CoverageHistory.xml", "XML", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-33-49_CoverageHistory.xml", "XML", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-35-45_CoverageHistory.xml", "XML", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-36-38_CoverageHistory.xml", "XML", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-39-19_CoverageHistory.xml", "XML", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-42-20_CoverageHistory.xml", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-42-37_CoverageHistory.xml", "XML", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-42-56_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-42-58_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-44-01_CoverageHistory.xml", "XML", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-44-04_CoverageHistory.xml", "XML", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-44-56_CoverageHistory.xml", "XML", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-45-11_CoverageHistory.xml", "XML", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-45-14_CoverageHistory.xml", "XML", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-51-48_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_14-51-53_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_18-06-31_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_18-33-06_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_18-34-37_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_18-40-19_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_18-41-12_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_18-42-03_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_18-44-26_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-09_18-48-54_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-12_07-07-16_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-12_07-07-27_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-12_07-10-50_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-12_07-12-10_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-12_07-13-00_CoverageHistory.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-12_07-13-30_CoverageHistory.xml", "XML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report-history\2024-04-12_07-17-41_CoverageHistory.xml", "XML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.API_InputRecorder.html", "HTML", 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 8, 182
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.API_LoginController.html", "HTML", 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 8, 176
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.API_RegisterController.html", "HTML", 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 8, 175
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.BossAbilities_AttackDrone.html", "HTML", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 8, 218
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.BossAbilities_BasicAttack.html", "HTML", 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 8, 190
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.BossAbilities_MoveDown.html", "HTML", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 8, 166
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.BossAbilities_MoveUp.html", "HTML", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 8, 166
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.BossAbilities_SpawnAttackDrones.html", "HTML", 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 8, 244
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_Boss.html", "HTML", 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 8, 225
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_BossAgent.html", "HTML", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 8, 209
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_DamagingProjectile.html", "HTML", 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 8, 155
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_Despawner.html", "HTML", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 8, 130
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_GameEnvironment.html", "HTML", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 8, 216
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_InputHandler.html", "HTML", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 8, 129
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_Player.html", "HTML", 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 8, 220
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_PlayerAgent.html", "HTML", 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 8, 221
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_PlayerAutoInputHandler.html", "HTML", 0, 0, 386, 0, 0, 0, 0, 0, 0, 0, 0, 8, 394
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_PlayerInputHandler.html", "HTML", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 8, 117
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_RandomInputHandler.html", "HTML", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 8, 117
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Core_StoopidInputHandler.html", "HTML", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 8, 145
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Factions.TheOrderOfTheFlesh_AssaultRifle.html", "HTML", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 8, 201
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Factions.TheOrderOfTheFlesh_Jump.html", "HTML", 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 8, 160
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Factions.TheOrderOfTheFlesh_LastResort.html", "HTML", 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 8, 212
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Factions.TheOrderOfTheFlesh_MachineGun.html", "HTML", 0, 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 8, 210
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.UI_HealthUIManager.html", "HTML", 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 8, 125
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.UI_MenuManager.html", "HTML", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 8, 122
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.UI_StepCounter.html", "HTML", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 8, 119
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\AIBERG.Utilities_ComponentFinder.html", "HTML", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 8, 205
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\Summary.json", "JSON", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 56
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\Summary.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 2, 56
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\Summary.xml", "XML", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_branchcoverage.svg", "XML", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 88
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_combined.svg", "XML", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 88
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_linecoverage.svg", "XML", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 88
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_branchcoverage_blue.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_branchcoverage_brightgreen.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_branchcoverage_green.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_branchcoverage_lightgrey.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_branchcoverage_orange.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_branchcoverage_red.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_branchcoverage_yellow.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_branchcoverage_yellowgreen.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_linecoverage_blue.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_linecoverage_brightgreen.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_linecoverage_green.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_linecoverage_lightgrey.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_linecoverage_orange.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_linecoverage_red.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_linecoverage_yellow.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\badge_shieldsio_linecoverage_yellowgreen.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\class.js", "JavaScript", 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 13, 35, 221
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_cube.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_cube_dark.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_down-dir_active.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_down-dir_active_dark.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_fork.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_fork_dark.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_info-circled.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_info-circled_dark.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_minus.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_minus_dark.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_plus.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_plus_dark.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_search-minus.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_search-minus_dark.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_search-plus.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_search-plus_dark.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_sponsor.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_star.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_star_dark.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_up-dir.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_up-dir_active.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_wrench.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\icon_wrench_dark.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\index.htm", "HTML", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 8, 144
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\index.html", "HTML", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 8, 144
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\main.js", "JavaScript", 0, 0, 0, 0, 0, 0, 267, 0, 0, 0, 13, 45, 325
"d:\CNG491ERG\EndlessRunnerGame\CodeCoverage\Report\report.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 504, 0, 0, 64, 568
"d:\CNG491ERG\EndlessRunnerGame\Packages\manifest.json", "JSON", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 1, 47
"d:\CNG491ERG\EndlessRunnerGame\Packages\packages-lock.json", "JSON", 0, 0, 0, 0, 518, 0, 0, 0, 0, 0, 0, 1, 519
"d:\CNG491ERG\EndlessRunnerGame\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\AutoInputHandler\Boss\Boss-1699830.pt", "XML", 0, 13711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 13768
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\AutoInputHandler\Boss\Boss-1799844.pt", "XML", 0, 13762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 13819
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\AutoInputHandler\Boss\Boss-1899981.pt", "XML", 0, 13856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 13912
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\AutoInputHandler\Boss\Boss-1999979.pt", "XML", 0, 14204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 14255
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\AutoInputHandler\Boss\Boss-2000149.pt", "XML", 0, 14204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 14255
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\AutoInputHandler\Boss\checkpoint.pt", "XML", 0, 14203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 14254
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\AutoInputHandler\configuration.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 1, 79
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\AutoInputHandler\run_logs\timers.json", "JSON", 0, 0, 0, 0, 335, 0, 0, 0, 0, 0, 0, 0, 335
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\AutoInputHandler\run_logs\training_status.json", "JSON", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 65
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\RandomInputHandler\Boss\Boss-1699876.pt", "XML", 0, 13927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 13997
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\RandomInputHandler\Boss\Boss-1799870.pt", "XML", 0, 13985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 14044
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\RandomInputHandler\Boss\Boss-1899998.pt", "XML", 0, 13964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 14014
"d:\CNG491ERG\EndlessRunnerGame\TrainingResults\results\RandomInputHandler\Boss\Boss-1999893.pt", "XML", 0, 14112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 14167
